update_id,epoch,batch_index,sample_index,global_sample_index,tile_index,x_size,d_size,bl,batch_loss
70,0,21,56,1400,52,64,64,3,2.03185415
71,0,22,12,1420,52,64,64,4,1.96419322
72,0,22,32,1440,52,64,64,1,1.96419322
73,0,22,52,1460,52,64,64,2,1.96419322
74,0,23,8,1480,52,64,64,3,2.03110552
75,0,23,28,1500,52,64,64,4,2.03110552
76,0,23,48,1520,52,64,64,2,2.03110552
77,0,24,4,1540,52,64,64,3,1.94022703
78,0,24,24,1560,52,64,64,4,1.94022703
79,0,24,44,1580,52,64,64,1,1.94022703
80,0,25,0,1600,52,64,64,2,1.89367819
81,0,25,20,1620,52,64,64,3,1.89367819
82,0,25,40,1640,52,64,64,1,1.89367819
83,0,25,60,1660,52,64,64,2,1.89367819
84,0,26,16,1680,52,64,64,2,2.05479527
85,0,26,36,1700,52,64,64,2,2.05479527
86,0,26,56,1720,52,64,64,2,2.05479527
87,0,27,12,1740,52,64,64,4,2.10496783
88,0,27,32,1760,52,64,64,2,2.10496783
89,0,27,52,1780,52,64,64,2,2.10496783
90,0,28,8,1800,52,64,64,2,2.20828176
91,0,28,28,1820,52,64,64,2,2.20828176
92,0,28,48,1840,52,64,64,3,2.20828176
93,0,29,4,1860,52,64,64,3,1.92305863
94,0,29,24,1880,52,64,64,1,1.92305863
95,0,29,44,1900,52,64,64,2,1.92305863
96,0,30,0,1920,52,64,64,2,2.00402713
97,0,30,20,1940,52,64,64,2,2.00402713
98,0,30,40,1960,52,64,64,3,2.00402713
99,0,30,60,1980,52,64,64,2,2.00402713
100,0,31,16,2000,52,64,64,1,1.89711201
101,0,31,36,2020,52,64,64,2,1.89711201
102,0,31,56,2040,52,64,64,2,1.89711201
103,0,32,12,2060,52,64,64,2,1.78258765
104,0,32,32,2080,52,64,64,1,1.78258765
105,0,32,52,2100,52,64,64,2,1.78258765
106,0,33,8,2120,52,64,64,2,1.79252458
107,0,33,28,2140,52,64,64,2,1.79252458
108,0,33,48,2160,52,64,64,2,1.79252458
109,0,34,4,2180,52,64,64,3,1.48635423
110,0,34,24,2200,52,64,64,3,1.48635423
111,0,34,44,2220,52,64,64,2,1.48635423
112,0,35,0,2240,52,64,64,3,1.5826838
113,0,35,20,2260,52,64,64,2,1.5826838
114,0,35,40,2280,52,64,64,3,1.5826838
115,0,35,60,2300,52,64,64,3,1.5826838
116,0,36,16,2320,52,64,64,2,1.82266212
117,0,36,36,2340,52,64,64,2,1.82266212
118,0,36,56,2360,52,64,64,1,1.82266212
119,0,37,12,2380,52,64,64,1,1.62159419
120,0,37,32,2400,52,64,64,1,1.62159419
121,0,37,52,2420,52,64,64,3,1.62159419
122,0,38,8,2440,52,64,64,2,1.7376585
123,0,38,28,2460,52,64,64,2,1.7376585
124,0,38,48,2480,52,64,64,4,1.7376585
125,0,39,4,2500,52,64,64,2,1.62671852
126,0,39,24,2520,52,64,64,2,1.62671852
127,0,39,44,2540,52,64,64,2,1.62671852
128,0,40,0,2560,52,64,64,1,1.57110786
129,0,40,20,2580,52,64,64,2,1.57110786
130,0,40,40,2600,52,64,64,1,1.57110786
131,0,40,60,2620,52,64,64,2,1.57110786
132,0,41,16,2640,52,64,64,2,1.52440882
133,0,41,36,2660,52,64,64,3,1.52440882
134,0,41,56,2680,52,64,64,2,1.52440882
135,0,42,12,2700,52,64,64,3,1.58020425
136,0,42,32,2720,52,64,64,2,1.58020425
137,0,42,52,2740,52,64,64,3,1.58020425
138,0,43,8,2760,52,64,64,1,1.61500514
139,0,43,28,2780,52,64,64,2,1.61500514
140,0,43,48,2800,52,64,64,1,1.61500514
141,0,44,4,2820,52,64,64,2,1.5026505
142,0,44,24,2840,52,64,64,1,1.5026505
143,0,44,44,2860,52,64,64,2,1.5026505
144,0,45,0,2880,52,64,64,3,1.5645771
145,0,45,20,2900,52,64,64,2,1.5645771
146,0,45,40,2920,52,64,64,2,1.5645771
147,0,45,60,2940,52,64,64,2,1.5645771
148,0,46,16,2960,52,64,64,2,1.64482403
149,0,46,36,2980,52,64,64,3,1.64482403
150,0,46,56,3000,52,64,64,1,1.64482403
151,0,47,12,3020,52,64,64,1,1.47272122
152,0,47,32,3040,52,64,64,3,1.47272122
153,0,47,52,3060,52,64,64,1,1.47272122
154,0,48,8,3080,52,64,64,1,1.3085047
155,0,48,28,3100,52,64,64,2,1.3085047
156,0,48,48,3120,52,64,64,2,1.3085047
157,0,49,4,3140,52,64,64,2,1.4295609
158,0,49,24,3160,52,64,64,1,1.4295609
159,0,49,44,3180,52,64,64,2,1.4295609
160,0,50,0,3200,52,64,64,3,1.52014637
161,0,50,20,3220,52,64,64,1,1.52014637
162,0,50,40,3240,52,64,64,3,1.52014637
163,0,50,60,3260,52,64,64,1,1.52014637
164,0,51,16,3280,52,64,64,2,1.29763889
165,0,51,36,3300,52,64,64,3,1.29763889
166,0,51,56,3320,52,64,64,2,1.29763889
167,0,52,12,3340,52,64,64,2,1.56553197
168,0,52,32,3360,52,64,64,3,1.56553197
169,0,52,52,3380,52,64,64,2,1.56553197
170,0,53,8,3400,52,64,64,2,1.33814609
171,0,53,28,3420,52,64,64,1,1.33814609
172,0,53,48,3440,52,64,64,2,1.33814609
173,0,54,4,3460,52,64,64,3,1.45428514
174,0,54,24,3480,52,64,64,2,1.45428514
175,0,54,44,3500,52,64,64,2,1.45428514
176,0,55,0,3520,52,64,64,3,1.20437467
177,0,55,20,3540,52,64,64,1,1.20437467
178,0,55,40,3560,52,64,64,3,1.20437467
179,0,55,60,3580,52,64,64,1,1.20437467
180,0,56,16,3600,52,64,64,1,1.15493762
181,0,56,36,3620,52,64,64,1,1.15493762
182,0,56,56,3640,52,64,64,3,1.15493762
183,0,57,12,3660,52,64,64,2,1.39978313
184,0,57,32,3680,52,64,64,1,1.39978313
185,0,57,52,3700,52,64,64,2,1.39978313
186,0,58,8,3720,52,64,64,3,1.46386039
187,0,58,28,3740,52,64,64,2,1.46386039
188,0,58,48,3760,52,64,64,2,1.46386039
189,0,59,4,3780,52,64,64,1,1.21064806
190,0,59,24,3800,52,64,64,1,1.21064806
191,0,59,44,3820,52,64,64,1,1.21064806
192,0,60,0,3840,52,64,64,1,1.41411614
193,0,60,20,3860,52,64,64,1,1.41411614
194,0,60,40,3880,52,64,64,2,1.41411614
195,0,60,60,3900,52,64,64,1,1.41411614
196,0,61,16,3920,52,64,64,2,1.47035587
197,0,61,36,3940,52,64,64,3,1.47035587
198,0,61,56,3960,52,64,64,2,1.47035587
199,0,62,12,3980,52,64,64,1,1.5618422
200,0,62,32,4000,52,64,64,3,1.5618422
201,0,62,52,4020,52,64,64,1,1.5618422
202,0,63,8,4040,52,64,64,3,1.21763003
203,0,63,28,4060,52,64,64,1,1.21763003
204,0,63,48,4080,52,64,64,1,1.21763003
205,0,64,4,4100,52,64,64,2,1.32704222
206,0,64,24,4120,52,64,64,2,1.32704222
207,0,64,44,4140,52,64,64,1,1.32704222
208,0,65,0,4160,52,64,64,2,1.38346446
209,0,65,20,4180,52,64,64,3,1.38346446
210,0,65,40,4200,52,64,64,3,1.38346446
211,0,65,60,4220,52,64,64,2,1.38346446
212,0,66,16,4240,52,64,64,1,1.43941939
213,0,66,36,4260,52,64,64,2,1.43941939
214,0,66,56,4280,52,64,64,2,1.43941939
215,0,67,12,4300,52,64,64,1,1.20089984
216,0,67,32,4320,52,64,64,2,1.20089984
217,0,67,52,4340,52,64,64,2,1.20089984
218,0,68,8,4360,52,64,64,1,1.01684284
219,0,68,28,4380,52,64,64,2,1.01684284
220,0,68,48,4400,52,64,64,1,1.01684284
221,0,69,4,4420,52,64,64,1,1.15943265
222,0,69,24,4440,52,64,64,1,1.15943265
223,0,69,44,4460,52,64,64,3,1.15943265
224,0,70,0,4480,52,64,64,1,1.13924932
225,0,70,20,4500,52,64,64,4,1.13924932
226,0,70,40,4520,52,64,64,2,1.13924932
227,0,70,60,4540,52,64,64,1,1.13924932
228,0,71,16,4560,52,64,64,3,1.2267803
229,0,71,36,4580,52,64,64,1,1.2267803
230,0,71,56,4600,52,64,64,2,1.2267803
231,0,72,12,4620,52,64,64,3,1.26018667
232,0,72,32,4640,52,64,64,1,1.26018667
233,0,72,52,4660,52,64,64,2,1.26018667
234,0,73,8,4680,52,64,64,3,1.09921157
235,0,73,28,4700,52,64,64,2,1.09921157
236,0,73,48,4720,52,64,64,2,1.09921157
237,0,74,4,4740,52,64,64,1,1.01429963
238,0,74,24,4760,52,64,64,1,1.01429963
239,0,74,44,4780,52,64,64,2,1.01429963
240,0,75,0,4800,52,64,64,2,1.20275676
241,0,75,20,4820,52,64,64,1,1.20275676
242,0,75,40,4840,52,64,64,1,1.20275676
243,0,75,60,4860,52,64,64,2,1.20275676
244,0,76,16,4880,52,64,64,1,1.19903016
245,0,76,36,4900,52,64,64,1,1.19903016
246,0,76,56,4920,52,64,64,3,1.19903016
247,0,77,12,4940,52,64,64,1,1.08033669
248,0,77,32,4960,52,64,64,2,1.08033669
249,0,77,52,4980,52,64,64,2,1.08033669
250,0,78,8,5000,52,64,64,1,1.29977369
251,0,78,28,5020,52,64,64,3,1.29977369
252,0,78,48,5040,52,64,64,1,1.29977369
253,0,79,4,5060,52,64,64,3,1.10239506
254,0,79,24,5080,52,64,64,1,1.10239506
255,0,79,44,5100,52,64,64,2,1.10239506
256,0,80,0,5120,52,64,64,2,1.28026319
257,0,80,20,5140,52,64,64,2,1.28026319
258,0,80,40,5160,52,64,64,1,1.28026319
259,0,80,60,5180,52,64,64,2,1.28026319
260,0,81,16,5200,52,64,64,2,1.33260584
261,0,81,36,5220,52,64,64,2,1.33260584
262,0,81,56,5240,52,64,64,2,1.33260584
263,0,82,12,5260,52,64,64,1,1.32459402
264,0,82,32,5280,52,64,64,4,1.32459402
265,0,82,52,5300,52,64,64,1,1.32459402
266,0,83,8,5320,52,64,64,1,1.01596713
267,0,83,28,5340,52,64,64,1,1.01596713
268,0,83,48,5360,52,64,64,1,1.01596713
269,0,84,4,5380,52,64,64,3,1.11528397
270,0,84,24,5400,52,64,64,1,1.11528397
271,0,84,44,5420,52,64,64,1,1.11528397
272,0,85,0,5440,52,64,64,1,1.03826153
273,0,85,20,5460,52,64,64,1,1.03826153
274,0,85,40,5480,52,64,64,1,1.03826153
275,0,85,60,5500,52,64,64,2,1.03826153
276,0,86,16,5520,52,64,64,2,0.929647505
277,0,86,36,5540,52,64,64,3,0.929647505
278,0,86,56,5560,52,64,64,3,0.929647505
279,0,87,12,5580,52,64,64,4,1.3239994
280,0,87,32,5600,52,64,64,3,1.3239994
281,0,87,52,5620,52,64,64,2,1.3239994
282,0,88,8,5640,52,64,64,1,0.94192481
283,0,88,28,5660,52,64,64,2,0.94192481
284,0,88,48,5680,52,64,64,2,0.94192481
285,0,89,4,5700,52,64,64,2,0.902814627
286,0,89,24,5720,52,64,64,1,0.902814627
287,0,89,44,5740,52,64,64,2,0.902814627
288,0,90,0,5760,52,64,64,1,1.03243268
289,0,90,20,5780,52,64,64,2,1.03243268
290,0,90,40,5800,52,64,64,2,1.03243268
291,0,90,60,5820,52,64,64,2,1.03243268
292,0,91,16,5840,52,64,64,2,0.991895616
293,0,91,36,5860,52,64,64,1,0.991895616
294,0,91,56,5880,52,64,64,1,0.991895616
295,0,92,12,5900,52,64,64,3,1.019117
296,0,92,32,5920,52,64,64,1,1.019117
297,0,92,52,5940,52,64,64,2,1.019117
298,0,93,8,5960,52,64,64,2,1.14221048
299,0,93,28,5980,52,64,64,2,1.14221048
300,0,93,48,6000,52,64,64,1,1.14221048
301,0,94,4,6020,52,64,64,2,1.00995064
302,0,94,24,6040,52,64,64,1,1.00995064
303,0,94,44,6060,52,64,64,2,1.00995064
304,0,95,0,6080,52,64,64,1,1.15781879
305,0,95,20,6100,52,64,64,1,1.15781879
306,0,95,40,6120,52,64,64,3,1.15781879
307,0,95,60,6140,52,64,64,2,1.15781879
308,0,96,16,6160,52,64,64,1,1.08544528
309,0,96,36,6180,52,64,64,1,1.08544528
310,0,96,56,6200,52,64,64,1,1.08544528
311,0,97,12,6220,52,64,64,2,1.03719985
312,0,97,32,6240,52,64,64,2,1.03719985
313,0,97,52,6260,52,64,64,1,1.03719985
314,0,98,8,6280,52,64,64,2,0.874947011
315,0,98,28,6300,52,64,64,2,0.874947011
316,0,98,48,6320,52,64,64,3,0.874947011
317,0,99,4,6340,52,64,64,1,1.33237743
318,0,99,24,6360,52,64,64,2,1.33237743
319,0,99,44,6380,52,64,64,2,1.33237743
320,0,100,0,6400,52,64,64,1,1.12112629
321,0,100,20,6420,52,64,64,2,1.12112629
322,0,100,40,6440,52,64,64,3,1.12112629
323,0,100,60,6460,52,64,64,1,1.12112629
324,0,101,16,6480,52,64,64,2,1.08692122
325,0,101,36,6500,52,64,64,2,1.08692122
326,0,101,56,6520,52,64,64,2,1.08692122
327,0,102,12,6540,52,64,64,2,1.10759401
328,0,102,32,6560,52,64,64,1,1.10759401
329,0,102,52,6580,52,64,64,1,1.10759401
330,0,103,8,6600,52,64,64,2,1.07612169
331,0,103,28,6620,52,64,64,2,1.07612169
332,0,103,48,6640,52,64,64,3,1.07612169
333,0,104,4,6660,52,64,64,1,0.879345596
334,0,104,24,6680,52,64,64,2,0.879345596
335,0,104,44,6700,52,64,64,1,0.879345596
336,0,105,0,6720,52,64,64,1,0.756845295
337,0,105,20,6740,52,64,64,1,0.756845295
338,0,105,40,6760,52,64,64,2,0.756845295
339,0,105,60,6780,52,64,64,1,0.756845295
340,0,106,16,6800,52,64,64,2,1.10564792
341,0,106,36,6820,52,64,64,1,1.10564792
342,0,106,56,6840,52,64,64,1,1.10564792
343,0,107,12,6860,52,64,64,2,0.954976797
344,0,107,32,6880,52,64,64,1,0.954976797
345,0,107,52,6900,52,64,64,1,0.954976797
346,0,108,8,6920,52,64,64,1,1.02178979
347,0,108,28,6940,52,64,64,1,1.02178979
348,0,108,48,6960,52,64,64,1,1.02178979
349,0,109,4,6980,52,64,64,1,0.740282059
350,0,109,24,7000,52,64,64,1,0.740282059
351,0,109,44,7020,52,64,64,3,0.740282059
352,0,110,0,7040,52,64,64,2,0.792896748
353,0,110,20,7060,52,64,64,2,0.792896748
354,0,110,40,7080,52,64,64,1,0.792896748
355,0,110,60,7100,52,64,64,1,0.792896748
356,0,111,16,7120,52,64,64,1,0.872708023
357,0,111,36,7140,52,64,64,2,0.872708023
358,0,111,56,7160,52,64,64,1,0.872708023
359,0,112,12,7180,52,64,64,2,0.989477158
360,0,112,32,7200,52,64,64,1,0.989477158
361,0,112,52,7220,52,64,64,1,0.989477158
362,0,113,8,7240,52,64,64,1,0.887867033
363,0,113,28,7260,52,64,64,1,0.887867033
364,0,113,48,7280,52,64,64,1,0.887867033
365,0,114,4,7300,52,64,64,3,0.91857177
366,0,114,24,7320,52,64,64,2,0.91857177
367,0,114,44,7340,52,64,64,1,0.91857177
368,0,115,0,7360,52,64,64,2,1.02043581
369,0,115,20,7380,52,64,64,3,1.02043581
370,0,115,40,7400,52,64,64,1,1.02043581
371,0,115,60,7420,52,64,64,1,1.02043581
372,0,116,16,7440,52,64,64,1,0.95249927
373,0,116,36,7460,52,64,64,2,0.95249927
374,0,116,56,7480,52,64,64,1,0.95249927
375,0,117,12,7500,52,64,64,1,1.14858651
376,0,117,32,7520,52,64,64,1,1.14858651
377,0,117,52,7540,52,64,64,2,1.14858651
378,0,118,8,7560,52,64,64,1,1.01864636
379,0,118,28,7580,52,64,64,1,1.01864636
380,0,118,48,7600,52,64,64,1,1.01864636
381,0,119,4,7620,52,64,64,1,0.829443097
382,0,119,24,7640,52,64,64,1,0.829443097
383,0,119,44,7660,52,64,64,1,0.829443097
384,0,120,0,7680,52,64,64,2,1.07840323
385,0,120,20,7700,52,64,64,2,1.07840323
386,0,120,40,7720,52,64,64,1,1.07840323
387,0,120,60,7740,52,64,64,2,1.07840323
388,0,121,16,7760,52,64,64,2,0.742108822
389,0,121,36,7780,52,64,64,2,0.742108822
390,0,121,56,7800,52,64,64,1,0.742108822
391,0,122,12,7820,52,64,64,1,0.951495528
392,0,122,32,7840,52,64,64,2,0.951495528
393,0,122,52,7860,52,64,64,2,0.951495528
394,0,123,8,7880,52,64,64,1,0.668358088
395,0,123,28,7900,52,64,64,1,0.668358088
396,0,123,48,7920,52,64,64,1,0.668358088
397,0,124,4,7940,52,64,64,1,0.798988283
398,0,124,24,7960,52,64,64,2,0.798988283
399,0,124,44,7980,52,64,64,2,0.798988283
400,0,125,0,8000,52,64,64,2,1.07267916
401,0,125,20,8020,52,64,64,1,1.07267916
402,0,125,40,8040,52,64,64,1,1.07267916
403,0,125,60,8060,52,64,64,2,1.07267916
404,0,126,16,8080,52,64,64,1,0.88421905
405,0,126,36,8100,52,64,64,1,0.88421905
406,0,126,56,8120,52,64,64,1,0.88421905
407,0,127,12,8140,52,64,64,2,0.717136562
408,0,127,32,8160,52,64,64,1,0.717136562
409,0,127,52,8180,52,64,64,1,0.717136562
410,0,128,8,8200,52,64,64,1,1.19366264
411,0,128,28,8220,52,64,64,1,1.19366264
412,0,128,48,8240,52,64,64,2,1.19366264
413,0,129,4,8260,52,64,64,1,0.793189228
414,0,129,24,8280,52,64,64,2,0.793189228
415,0,129,44,8300,52,64,64,1,0.793189228
416,0,130,0,8320,52,64,64,2,0.957067311
417,0,130,20,8340,52,64,64,1,0.957067311
418,0,130,40,8360,52,64,64,1,0.957067311
419,0,130,60,8380,52,64,64,2,0.957067311
420,0,131,16,8400,52,64,64,1,0.803315401
421,0,131,36,8420,52,64,64,2,0.803315401
422,0,131,56,8440,52,64,64,2,0.803315401
423,0,132,12,8460,52,64,64,2,0.75752759
424,0,132,32,8480,52,64,64,2,0.75752759
425,0,132,52,8500,52,64,64,1,0.75752759
426,0,133,8,8520,52,64,64,1,0.989557087
427,0,133,28,8540,52,64,64,3,0.989557087
428,0,133,48,8560,52,64,64,2,0.989557087
429,0,134,4,8580,52,64,64,1,0.830769479
430,0,134,24,8600,52,64,64,2,0.830769479
431,0,134,44,8620,52,64,64,1,0.830769479
432,0,135,0,8640,52,64,64,2,0.955089211
433,0,135,20,8660,52,64,64,2,0.955089211
434,0,135,40,8680,52,64,64,1,0.955089211
435,0,135,60,8700,52,64,64,1,0.955089211
436,0,136,16,8720,52,64,64,1,0.786171377
437,0,136,36,8740,52,64,64,1,0.786171377
438,0,136,56,8760,52,64,64,1,0.786171377
439,0,137,12,8780,52,64,64,1,0.787208676
440,0,137,32,8800,52,64,64,1,0.787208676
441,0,137,52,8820,52,64,64,2,0.787208676
442,0,138,8,8840,52,64,64,3,0.825345635
443,0,138,28,8860,52,64,64,1,0.825345635
444,0,138,48,8880,52,64,64,1,0.825345635
445,0,139,4,8900,52,64,64,1,0.691818297
446,0,139,24,8920,52,64,64,1,0.691818297
447,0,139,44,8940,52,64,64,3,0.691818297
448,0,140,0,8960,52,64,64,1,0.847757339
449,0,140,20,8980,52,64,64,1,0.847757339
450,0,140,40,9000,52,64,64,2,0.847757339
451,0,140,60,9020,52,64,64,1,0.847757339
452,0,141,16,9040,52,64,64,1,0.876454532
453,0,141,36,9060,52,64,64,2,0.876454532
454,0,141,56,9080,52,64,64,1,0.876454532
455,0,142,12,9100,52,64,64,1,0.920306206
456,0,142,32,9120,52,64,64,1,0.920306206
457,0,142,52,9140,52,64,64,1,0.920306206
458,0,143,8,9160,52,64,64,1,0.932381094
459,0,143,28,9180,52,64,64,2,0.932381094
460,0,143,48,9200,52,64,64,2,0.932381094
461,0,144,4,9220,52,64,64,1,0.830288529
462,0,144,24,9240,52,64,64,2,0.830288529
463,0,144,44,9260,52,64,64,3,0.830288529
464,0,145,0,9280,52,64,64,1,1.20991349
465,0,145,20,9300,52,64,64,1,1.20991349
466,0,145,40,9320,52,64,64,2,1.20991349
467,0,145,60,9340,52,64,64,1,1.20991349
468,0,146,16,9360,52,64,64,1,1.03580272
469,0,146,36,9380,52,64,64,1,1.03580272
470,0,146,56,9400,52,64,64,2,1.03580272
471,0,147,12,9420,52,64,64,1,1.00736058
472,0,147,32,9440,52,64,64,1,1.00736058
473,0,147,52,9460,52,64,64,2,1.00736058
474,0,148,8,9480,52,64,64,2,0.963014424
475,0,148,28,9500,52,64,64,2,0.963014424
476,0,148,48,9520,52,64,64,2,0.963014424
477,0,149,4,9540,52,64,64,1,1.09066248
478,0,149,24,9560,52,64,64,2,1.09066248
479,0,149,44,9580,52,64,64,1,1.09066248
480,0,150,0,9600,52,64,64,1,0.797455907
481,0,150,20,9620,52,64,64,2,0.797455907
482,0,150,40,9640,52,64,64,1,0.797455907
483,0,150,60,9660,52,64,64,1,0.797455907
484,0,151,16,9680,52,64,64,1,0.66622138
485,0,151,36,9700,52,64,64,3,0.66622138
486,0,151,56,9720,52,64,64,2,0.66622138
487,0,152,12,9740,52,64,64,1,1.12348795
488,0,152,32,9760,52,64,64,2,1.12348795
489,0,152,52,9780,52,64,64,1,1.12348795
490,0,153,8,9800,52,64,64,3,0.97028029
491,0,153,28,9820,52,64,64,1,0.97028029
492,0,153,48,9840,52,64,64,1,0.97028029
493,0,154,4,9860,52,64,64,1,1.02687907
494,0,154,24,9880,52,64,64,2,1.02687907
495,0,154,44,9900,52,64,64,1,1.02687907
496,0,155,0,9920,52,64,64,1,0.776194334
497,0,155,20,9940,52,64,64,1,0.776194334
498,0,155,40,9960,52,64,64,1,0.776194334
499,0,155,60,9980,52,64,64,1,0.776194334
500,0,156,16,10000,52,64,64,1,0.864814699
501,0,156,36,10020,52,64,64,3,0.864814699
502,0,156,56,10040,52,64,64,1,0.864814699
503,0,157,12,10060,52,64,64,1,0.852126062
504,0,157,32,10080,52,64,64,1,0.852126062
505,0,157,52,10100,52,64,64,3,0.852126062
506,0,158,8,10120,52,64,64,1,1.22548282
507,0,158,28,10140,52,64,64,1,1.22548282
508,0,158,48,10160,52,64,64,2,1.22548282
509,0,159,4,10180,52,64,64,3,0.905897379
510,0,159,24,10200,52,64,64,2,0.905897379
511,0,159,44,10220,52,64,64,2,0.905897379
512,0,160,0,10240,52,64,64,1,0.61481756
513,0,160,20,10260,52,64,64,1,0.61481756
514,0,160,40,10280,52,64,64,1,0.61481756
515,0,160,60,10300,52,64,64,1,0.61481756
516,0,161,16,10320,52,64,64,1,0.634056807
517,0,161,36,10340,52,64,64,1,0.634056807
518,0,161,56,10360,52,64,64,1,0.634056807
519,0,162,12,10380,52,64,64,1,0.819487572
520,0,162,32,10400,52,64,64,2,0.819487572
521,0,162,52,10420,52,64,64,1,0.819487572
522,0,163,8,10440,52,64,64,1,0.774328589
523,0,163,28,10460,52,64,64,1,0.774328589
524,0,163,48,10480,52,64,64,1,0.774328589
525,0,164,4,10500,52,64,64,2,0.846269667
526,0,164,24,10520,52,64,64,1,0.846269667
527,0,164,44,10540,52,64,64,1,0.846269667
528,0,165,0,10560,52,64,64,2,0.928149819
529,0,165,20,10580,52,64,64,2,0.928149819
530,0,165,40,10600,52,64,64,1,0.928149819
531,0,165,60,10620,52,64,64,2,0.928149819
532,0,166,16,10640,52,64,64,1,0.729531765
533,0,166,36,10660,52,64,64,2,0.729531765
534,0,166,56,10680,52,64,64,1,0.729531765
535,0,167,12,10700,52,64,64,3,0.754506946
536,0,167,32,10720,52,64,64,1,0.754506946
537,0,167,52,10740,52,64,64,1,0.754506946
538,0,168,8,10760,52,64,64,3,0.861561418
539,0,168,28,10780,52,64,64,1,0.861561418
540,0,168,48,10800,52,64,64,2,0.861561418
541,0,169,4,10820,52,64,64,1,0.795311987
542,0,169,24,10840,52,64,64,1,0.795311987
543,0,169,44,10860,52,64,64,2,0.795311987
544,0,170,0,10880,52,64,64,1,0.888675272
545,0,170,20,10900,52,64,64,2,0.888675272
546,0,170,40,10920,52,64,64,2,0.888675272
547,0,170,60,10940,52,64,64,2,0.888675272
548,0,171,16,10960,52,64,64,2,0.916093469
549,0,171,36,10980,52,64,64,1,0.916093469
550,0,171,56,11000,52,64,64,2,0.916093469
551,0,172,12,11020,52,64,64,1,0.899863005
552,0,172,32,11040,52,64,64,2,0.899863005
553,0,172,52,11060,52,64,64,1,0.899863005
554,0,173,8,11080,52,64,64,1,0.629301429
555,0,173,28,11100,52,64,64,2,0.629301429
556,0,173,48,11120,52,64,64,1,0.629301429
557,0,174,4,11140,52,64,64,2,0.734708488
